name,country,city,univ_image,r1,s1,e1,r2,s2,e2,r3,s3,e3,r4,s4,e4,r5,s5,e5,sem1_temp_mean,sem1_rain_mean,sem1_period,sem2_temp_mean,sem2_rain_mean,sem2_period,domi,per_domi,travel_idx,title1,image1,title2,image2,title3,image3,trip_link,living_idx,crime_idx,language,inter_stu_ratio,bus,train,gvi_idx,sdg_idx,one_year,gpa,TOEFL,IELTS,etc,uniq,hashtag1,hashtag2,hashtag3,여행지1,여행지2
Salzburg University of Applied Sciences,Austria,Salzburg,https://drive.google.com/uc?id=1WFd_XS8wDFG7FZ8Zow1iTOMK1TQrUjVe,,,1,,,1,,,0,,,0,,,1,10.94167,81.6,2-7,4.9,56.16667,9-2,1,1,92.71,1. Salzburger Altstadt,https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/16/a7/ad/14/photo6jpg.jpg?w=500&h=400&s=1,2.  잘츠부르크 요새 (페스퉁 호헨잘츠부르크),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/13/0d/04/festung-hohensalzburg.jpg?w=500&h=400&s=1,3. Untersberg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/dd/c6/ec/untersberg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g190441-Salzburg_Austrian_Alps-Vacations.html,3,1,"English, German",,1,1,71,87.00,0,2.8,87,6.0,독일어 B2,,현지친구 Buddy에게 먼저 연락이 와요,"수업의 종강,개강시기가 모두 달라요",학기초 Socializing 수업위주로 진행돼요,알프스,
saint-petersburg university,Russia,Saint Petersburg,https://drive.google.com/uc?id=1lqGFHU6xsmdzzgWVKEHCFOU7jiIc7fsE,115,73,1,171,73,1,451-500,50,1,124,75.4,1,130,71.7,1,6.683333,45.83333,2-7,7.29,50.6,9-1,1,0,98.55,1. 국립 에르미타주 박물관과 겨울 궁전,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/83/ff/2a/es-casi-imposible-tomar.jpg?w=500&h=-1&s=1,2. 피의 사원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/60/a4/29/renkli.jpg?w=500&h=400&s=1,3.  페테르호프 궁전과 정원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/6b/da/3e/peterhof-palace-and-garden.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g298507-Activities-St_Petersburg_Northwestern_District.html,1,3,Russian,0.11,1,1,71,61.00,0,2.8,,,,,한국어과가 있어 친절한 버디들이 많아요,원하는 과목은 무조건 들을 수 있어요,교환학생은 동아리나 부대시설을 이용할 시간이 많지 않아요,체코,네덜란드
Otto-Friedrich-Universitt Bamberg,Germany,Bamberg,https://drive.google.com/uc?id=1A9_wYMiK3q-Wby817dsMg_52aKV2BVcJ,,,1,,,1,,,0,,,0,,,1,14.1125,62.375,4-7,6.778571,8.871429,10-2,1,1,13.49,1. Bamberg Altstadt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/4d/d1/8b/little-venice-area-in.jpg?w=500&h=-1&s=1,2. Altes Rathaus,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/97/e3/ff/bamberg-largejpg.jpg?w=500&h=400&s=1,3. Bamberg Cathedral,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/91/a7/9e/imposanter-bau.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g198395-Bamberg_Upper_Franconia_Franconia_Bavaria-Vacations.html,2,2,"German, English",,1,0,78,86.00,0,2.8,85,6.5,독일어 B1,,교환학생을 위한 프로그램이 잘되어있어요,개강전 어학 프리코스를 진행해요,스포츠 프로그램이 잘되어있어요,마요르카,쿨레-베르트 산책길
Georg-August-Universitt Gttingen,Germany,Frankfurt,https://drive.google.com/uc?id=1KZ0vGWqCCU12pp74hZsmC0_kG8Ts2TuA,,,1,390,64.5,1,,,1,,,1,,,1,14.875,57.125,4-7,7.878571,8.814286,10-2,1,0,72.76,1. Stadel Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/54/e3/4a/stadel-museum.jpg?w=500&h=400&s=1,2. Main Tower,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0b/4f/05/view-from-tower.jpg?w=500&h=-1&s=1,3. Palmengarten,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e6/b9/ab/one-of-many-beautiful.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g187337-Activities-Frankfurt_Hesse.html,2,3,"German, English",,1,1,78,86.00,0,2.8,79,6.5,B2 (Goethe BE Test DAF TDN 3),C,운동시설이 잘되어있어요,모든일정에 앞서 학생증을 만들어야 해요,자전거 대여를 추천해요,하노버,힐데스하임
Doshisha University,Japan,Kyoto,https://drive.google.com/uc?id=1JNTp43_H24gynr5h0R53O4KglxYwpogY,,,1,,,1,,,1,,,1,,,1,23.68333,140.4,4-9,13.3417,82.2,9-3,1,1,80.28,1. 후시미 이나리 신사,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/18/28/2e/if-you-make-a-wish-when.jpg?w=500&h=400&s=1,2. 금각사,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/43/75/21/photo0jpg.jpg?w=500&h=400&s=1&cx=1174&cy=615&chk=v1_a1e899f38a9e60afd918,3.  산쥬산겐도 홀,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4f/be/fb/20190714-205745-largejpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g298564-Kyoto_Kyoto_Prefecture_Kinki-Vacations.html,3,1,"English, Japanese",0.04,1,1,86,78.00,0,2.8,79,6.0,JLPT N2 or LPR 중급,C,교토시 중앙에 위치해 교통이 편리해요,학기 시작전 일본어 레벨 테스트가 존재해요,일본어  n2이상 수준을 추천해요,,
Moscow State University,Russia,Moscow,https://drive.google.com/uc?id=1nSv6YYclVp9jnSz6jsZWGJF46XWiJoC6,51,78.7,1,57,81.1,1,197,67.7,1,16,87.5,1,57,77.1,1,5.19,48,2-6,-0.01,56,9-1,1,1,10.03,1. 성 바실리 성당,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/37/20/ab/photo0jpg.jpg?w=500&h=-1&s=1,2. 트레챠코프 갤러리 (라브러신스키 레인),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/46/7c/b5/caption.jpg?w=500&h=-1&s=1,3. Moscow Metro,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d2/37/5e/photo6jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g298484-Activities-Moscow_Central_Russia.html,1,3,Russian,0.36,1,1,71,61.00,0,2.8,,,,,풋살장을 비롯한 여러 운동시설이 존재해요,기숙사는 따로 신청하지 않으며 고려대학교와 협정을 맺어 무료에요,러시아를 대표하는 학교로 캠퍼스 규모가 엄청나요,,
City University of HongKong,HongKongSAR,HongKongSAR,https://drive.google.com/uc?id=1iLta4jjmRZZFANOJIOHYLDLgNnDugS_e,131,71.9,1,92,76.8,1,,,1,201,70.4,1,69,75.4,1,20.75,118.2,1-5,23.75,127.45,9-12,1,1,48.32,1. 빅 부다,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1f/8a/27/gottinen-bringen-dem.jpg?w=500&h=400&s=1,2. 빅토리아 피크,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/50/88/photo3jpg.jpg?w=500&h=-1&s=1,3. 스타 페리,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8f/59/20/star-ferry.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g294217-Hong_Kong-Vacations.html,3,1,English,0.56,1,1,,56.00,1,2.8,79,6.5,,,학교가 굉장히 아담한 크기에요,수강신청이 3번의 절차를 통해 이루어져요,1대1 버디 프로그램이 활발해요,Strasbourg,Basel
Nagoya University,Japan,Nagoya,https://drive.google.com/uc?id=192tD3nWBsrwB2reBMa68u2TrdR-VqE-O,342,62.5,1,189,72.4,1,240,65.7,1,86,77.7,1,388,62.5,1,22.875,174.4333,4-8,14.5786,7.1743,10-2,1,1,63.56,1. 도요타 산업 기술 기념관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/66/9e/de/caption.jpg?w=500&h=400&s=1,2. 나고야항 수족관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/6e/43/58/dsc-2611-largejpg.jpg?w=500&h=400&s=1,3. SCMAGLEV and Railway Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/30/a8/7c/photo6jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Attractions-g298106-Activities-Nagoya_Aichi_Prefecture_Tokai_Chubu.html,4,1,"Japanese, English",0.12,1,1,86,78.00,1,3.4,79,6.0,JLPT N1,,외관을 낡으나 리모델링을 거쳐 학교 내부는 깔끔해요,동아리활동이 활발하고 다양해요,일본어 실력에 따라 수강가능한 수업이 많이 나뉘어요,,
Universidad de Colima,Mexico,Colima,https://drive.google.com/uc?id=1L7BibSAu8vRNB99s7GgK9knza1g3aRI0,,,1,,,1,,,0,,,1,,,1,22.38,43.78,2-6,19.01667,76.93333,8-1,0,,86.74,1. Barra Navidad,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f3/22/fc/barra-navidad.jpg?w=500&h=400&s=1,2. Volcano of Colima,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/5a/77/19/volcan-de-colima.jpg?w=500&h=-1&s=1,3. Playa Miramar,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/26/55/56/ta-img-20170113-150843.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g1575478-Activities-Colima_Pacific_Coast.html,1,4,"Spanish, English",0,1,0,89,50.00,0,3.6,,,DELE B2,C,국제처에서 학기에 3번 여행프로그램을 진행해요,버디프로그램이 잘되어있어요,부대시설이 부족하나 도서관은 잘되어있어요,떼오띠우아깐,유카탄반도
Seikei University,Japan,Tokyo,https://drive.google.com/uc?id=1e7bzWz0Q_iS34CunSYdjMfCLHrF8Uhl7,,,1,,,1,,,1,,,1,,,1,20.5875,145.875,4-7,18.66,111.14,9-1,1,1,69.66,1. Meiji Jingu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/30/73/a4/photo3jpg.jpg?w=500&h=-1&s=1,2. 신주쿠 교 엔,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/62/93/a0/caption.jpg?w=500&h=-1&s=1,3. 요미우리 랜드,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6d/00/b1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g298184-Activities-Tokyo_Tokyo_Prefecture_Kanto.html,4,1,Japanese,,1,0,86,78.00,1,2.8,,,JLPT N4 or LPR 중급,,유학생을 위한 프로그램이 잘되어있어요,교정이 예쁘고 도서관이 좋아요,일본에서 살기좋은 도시 1순위로 뽑힌 도시에요,,
Hitotsubashi University,Japan,Tokyo,https://drive.google.com/uc?id=1TURSY-56HC3p160ROzc8ROOJPhdhW7hC,401-450,55,1,,,0,,,0,,,0,146,70.9,1,20.5875,145.875,4-7,18.66,111.14,9-1,1,1,69.66,1. Meiji Jingu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/30/73/a4/photo3jpg.jpg?w=500&h=-1&s=1,2. 신주쿠 교 엔,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/62/93/a0/caption.jpg?w=500&h=-1&s=1,3. 요미우리 랜드,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6d/00/b1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g298184-Activities-Tokyo_Tokyo_Prefecture_Kanto.html,4,1,"Japanese, English",0.15,1,1,86,78.00,1,3.0,79,6.0,JLPT N2 or LPR 중급,C,자유로운 활동가능한 써클 동아리는 선택지가 좁아요,"기숙사 단체에서 등산, 투어등 활동을 주최해요",동아리는 대부분 4월에만 모집해요,,
California State University,United States,Los Angeles,https://drive.google.com/uc?id=1jKCp8TJ-vyoP7OOmSK-M76haSr77-X8-,,,1,,,1,,,1,,,1,,,1,16.26,53.42,1-5,19.54,21.9,8-12,1,1,52.14,1. 게티 센터,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cf/8d/93/the-getty-center.jpg?w=500&h=400&s=1,2.  그리피스 천문대,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e0/4f/1d/vistas-desde-el-observatorio.jpg?w=500&h=400&s=1,3. 유니버셜 스튜디오 할리우드,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/a6/aa/c5/universal-studios-hollywood.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g32655-Los_Angeles_California-Vacations.html,3,3,English,,1,1,92,63.00,0,3.0,79,6.0,,,교환학생에게 수강 우선권이 있는 것같아 듣고싶은 수업을 들을 수 있어요,교환학생을 위한 동아리는 없어요,학교 체육시설이 좋아요,Griffith Observatory,Santa Monica
University of Zurich,Switzerland,Zurich,https://drive.google.com/uc?id=1kukmEbYaUxNpekIAQA69sEbbe3KP4JvL,111,73.4,1,281,68.2,1,47,79.6,1,120,75.6,1,109,72.7,1,8.38,90.6,2-6,7.225,79,9-12,1,0,95.68,1. Old Town,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/db/2b/a7/altstadt.jpg?w=500&h=400&s=1,2. Lake Zurich,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/22/d6/14/photo1jpg.jpg?w=500&h=-1&s=1,3. Uetliberg Mountain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a7/c8/ca/from-top-of-the-tower.jpg?w=500&h=-1&s=1,https://www.tripadvisor.co.kr/Tourism-g188113-Zurich-Vacations.html,4,1,"German, English",0.22,1,1,81,82.00,0,2.8,90,6.5,독일어 C1,,"시설들이 좋아요, 특히 운동시설이 좋아요",기말고사 한번에 학점이 결정되는 경우가 많아요,영어로 된 수업이 그렇게 많지 않아요,,
Peking University,China,Beijing,https://drive.google.com/uc?id=1sRhmvGIQmCx6UQs4v8nW1lhnTLPWy2oc,43,80,1,43,82.4,1,53,79,1,21,86.2,1,26,82.1,1,12.3,28.2,2-7,10.60833,43.33333,8-1,1,0,55.05,1. 만리장성,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e4/10/e4/it-was-an-amazing-experience.jpg?w=500&h=400&s=1,2. 고궁 박물관,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/ef/6b/11/canale.jpg?w=500&h=-1&s=1,3. 이화원,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d8/a4/19/the-palace-and-walkway.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Tourism-g294212-Beijing-Vacations.html,1,2,Chinese,0.19,1,1,,56.00,0,3.5,,,신HSK 6급,"A, D",동아리 종류가 굉장히 많아요,언어능력 평가를 통해 분반을 정해주기에 수강신청은 힘들지 않습니다,공기질이 좋지 않아요,장자제,꾸이져우
Ochanomizu University,Japan,Tokyo,https://drive.google.com/uc?id=1I9m1wCZf4gTJjwoDG8fF5mt9L6ExN2Hk,,,1,,,0,,,0,,,0,,,1,22.38333,160.2667,4-9,15.07857,7.071429,10-3,1,1,69.66,1. Meiji Jingu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/30/73/a4/photo3jpg.jpg?w=500&h=-1&s=1,2. 신주쿠 교 엔,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/62/93/a0/caption.jpg?w=500&h=-1&s=1,3. 요미우리 랜드,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6d/00/b1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.co.kr/Attractions-g298184-Activities-Tokyo_Tokyo_Prefecture_Kanto.html,4,1,Japanese,0.05,1,1,86,78.00,1,2.8,,,JLPT N2 or LPR 중급,,아기자기한 분위기에요,부대시설이 다양하지 않아요,기숙사가 1인실로 전원 자동 배정됩니다,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
